sector,business_vintage_months,monthly_upi_inflow,monthly_upi_outflow,upi_transaction_count,avg_transaction_value,upi_inflow_growth_rate,cash_flow_volatility,avg_bank_balance,gst_monthly_turnover,gst_filing_regularity,gst_late_filings_count,digital_invoice_count_monthly,on_time_payment_ratio,bounced_payment_count,existing_loan_emi_ratio,financial_health_score,risk_category
restaurant_food,55,107117.74,68312.59,251,426.2,-1.05,0.0556,9150.19,76656.33,0.8195,2,75,0.4366,0,0.3131,55.22,Medium Risk
restaurant_food,26,131597.77,82343.82,189,695.19,5.07,0.0718,33698.05,136021.27,0.9388,0,51,0.7895,2,0.1091,70.81,Low Risk
grocery_retail,13,129391.22,71868.77,391,330.88,25.57,0.1492,25860.51,120970.75,0.6687,1,113,0.9441,0,0.2145,69.12,Medium Risk
manufacturing_small,60,71365.9,65231.48,404,176.26,-10.9,0.1499,13406.54,57228.22,0.8008,1,131,0.7572,2,0.1546,73.54,Low Risk
services_professional,27,23419.48,14099.67,61,377.87,9.1,0.0781,5630.68,23842.34,0.6012,3,22,0.6547,1,0.1596,60.67,Medium Risk
textile_apparel,32,53683.17,38010.71,74,718.49,8.97,0.0948,6469.55,39728.28,0.7114,5,26,0.7239,3,0.4488,56.95,Medium Risk
wholesale_trade,25,28167.15,23413.41,43,641.4,-11.12,0.085,5691.36,20996.02,0.4915,4,13,0.6907,1,0.4073,44.27,High Risk
textile_apparel,34,43753.35,40242.29,60,720.58,11.28,0.3321,4232.32,44320.04,0.6417,2,18,0.934,0,0.1125,62.27,Medium Risk
manufacturing_small,37,47603.76,34451.63,140,338.34,-4.7,0.0995,6144.15,36971.98,0.9507,1,39,0.9299,0,0.5031,66.03,Medium Risk
wholesale_trade,8,616644.62,422158.59,11290,54.61,-1.7,0.622,205705.38,653235.14,0.8989,2,3455,0.7986,2,0.4526,54.82,Medium Risk
restaurant_food,64,39364.53,28971.27,48,810.82,12.19,0.1913,11700.48,24205.38,0.8288,2,8,0.8631,1,0.2212,64.32,Medium Risk
pharmacy_medical,14,31273.87,27465.19,152,205.11,-7.1,0.4341,4849.19,23959.81,0.6754,2,33,0.9505,0,0.1589,63.55,Medium Risk
grocery_retail,23,639487.16,347366.68,551,1160.0,12.19,0.0243,77969.15,531948.29,0.9395,0,187,0.7533,3,0.1289,70.56,Low Risk
grocery_retail,20,89909.72,56850.81,249,359.77,4.53,0.1206,19303.79,79415.63,0.933,1,89,0.9282,0,0.272,61.9,Medium Risk
restaurant_food,19,97680.06,99600.15,631,154.57,4.82,0.1038,19449.28,85097.29,0.7378,1,185,0.6975,1,0.3385,60.92,Medium Risk
services_professional,16,287479.78,221481.24,772,372.03,19.5,0.2384,37887.58,181356.06,0.5377,1,229,0.8975,1,0.3168,64.46,Medium Risk
pharmacy_medical,20,60165.62,43538.74,292,206.0,0.99,0.3449,10163.32,38036.02,0.3086,2,93,0.8612,1,0.3459,46.51,Medium Risk
grocery_retail,32,279861.22,276382.1,179,1558.04,-9.8,0.3827,44854.96,266152.04,0.5071,2,57,0.7008,1,0.5503,56.21,Medium Risk
wholesale_trade,46,33223.18,24468.38,191,173.48,-24.36,0.1579,7290.55,32825.81,0.7122,3,51,0.8447,1,0.4094,61.59,Medium Risk
services_professional,27,43608.58,37271.96,120,362.79,-1.33,0.1053,8792.22,41799.48,0.9042,1,24,0.7733,1,0.1743,70.72,Low Risk
pharmacy_medical,85,28963.32,20085.16,57,502.95,2.97,0.2473,5379.58,19251.02,0.752,0,20,0.4826,3,0.3445,63.1,Medium Risk
textile_apparel,20,39898.14,33407.1,31,1265.08,-4.32,0.3885,11993.45,43917.09,0.8919,2,14,0.6712,1,0.1908,52.81,Medium Risk
textile_apparel,9,103470.96,97760.21,628,164.72,-3.11,0.2088,31716.58,114981.39,0.901,1,177,0.9222,0,0.3093,59.58,Medium Risk
wholesale_trade,59,41163.08,34609.5,137,299.67,-4.64,0.1077,10935.87,35722.51,0.8035,0,54,0.9643,0,0.1885,74.54,Low Risk
grocery_retail,18,162895.05,115987.97,172,943.27,-16.83,0.2386,11880.42,182762.87,0.7326,2,50,0.7811,4,0.3259,57.12,Medium Risk
wholesale_trade,2,42551.78,27185.44,46,916.81,-1.81,0.1851,7136.81,32090.12,0.7541,0,10,0.5826,6,0.0635,57.37,Medium Risk
wholesale_trade,26,71343.3,48807.63,169,421.23,-10.71,0.0515,10441.52,51719.05,0.6359,1,48,0.4887,3,0.258,50.59,Medium Risk
wholesale_trade,107,196712.35,144400.34,265,741.34,-0.8,0.2374,62118.51,185881.36,0.4282,4,75,0.8239,1,0.4651,57.69,Medium Risk
electronics_repair,34,112760.42,76883.3,221,509.49,-10.64,0.3379,26058.57,118940.24,0.9371,0,77,0.9333,0,0.0478,71.11,Low Risk
grocery_retail,111,126228.39,77062.12,457,275.65,4.53,0.0207,21494.68,87050.48,0.8794,0,156,0.8354,1,0.2667,85.21,Low Risk
pharmacy_medical,36,90288.97,59158.87,115,785.01,6.96,0.6019,6024.13,81874.62,0.5452,4,41,0.7316,0,0.293,40.77,High Risk
electronics_repair,16,94282.49,76207.68,278,339.04,10.6,0.0824,6477.84,86991.05,0.8792,0,65,0.927,0,0.3264,68.68,Medium Risk
pharmacy_medical,10,208454.53,112533.02,354,587.91,1.25,0.3123,15372.97,223786.67,0.4444,0,86,0.8486,2,0.1669,58.87,Medium Risk
pharmacy_medical,31,55693.25,46333.92,65,845.08,-14.16,0.1589,3200.48,39800.48,0.5964,3,9,0.8858,1,0.2396,59.79,Medium Risk
manufacturing_small,24,30363.85,29074.73,90,335.91,21.95,0.1619,4429.35,20139.63,0.9161,0,25,0.7321,1,0.3112,67.7,Medium Risk
restaurant_food,95,415452.87,344910.76,849,489.23,-10.11,0.098,39870.3,286302.51,0.8555,0,259,0.9511,0,0.118,76.5,Low Risk
restaurant_food,69,98836.61,78410.52,147,670.08,-2.85,0.2938,31389.29,93106.71,0.7519,1,35,0.9298,0,0.2061,68.0,Medium Risk
wholesale_trade,22,38238.09,29135.43,481,79.38,20.05,0.2615,7943.08,41958.27,0.8482,1,137,0.9638,2,0.5635,52.22,Medium Risk
manufacturing_small,20,34411.6,24709.7,89,385.79,-9.19,0.136,2758.34,28520.51,0.6753,3,23,0.6638,0,0.3243,56.7,Medium Risk
manufacturing_small,21,56005.38,37056.31,127,437.58,11.1,0.0688,11558.07,38830.86,0.7651,2,40,0.4754,2,0.1139,58.75,Medium Risk
restaurant_food,132,210557.19,136312.27,1009,208.5,-4.56,0.1062,14042.54,179405.26,0.5755,5,296,0.8982,1,0.2842,57.56,Medium Risk
electronics_repair,45,108938.7,77335.53,254,428.58,-1.04,0.02,26926.52,78244.71,0.7239,2,74,0.6874,1,0.1304,66.12,Medium Risk
textile_apparel,49,132932.84,106196.31,676,196.41,3.63,0.2943,42781.45,122996.86,0.6875,3,194,0.6921,1,0.1722,56.67,Medium Risk
grocery_retail,67,584508.2,512174.94,3848,151.88,-7.88,0.0702,135399.45,635645.54,0.7831,2,1174,0.756,1,0.2689,67.71,Medium Risk
textile_apparel,43,87501.9,72439.65,354,246.84,8.08,0.0413,9851.78,69573.04,0.6285,1,112,0.9506,1,0.0886,64.3,Medium Risk
restaurant_food,73,73348.34,59710.57,124,589.08,3.51,0.2078,7853.88,61533.29,0.7403,3,42,0.7951,4,0.1181,65.04,Medium Risk
wholesale_trade,36,24146.92,18927.47,112,214.73,31.34,0.0583,5056.63,19360.66,0.9056,0,33,0.8924,0,0.0499,81.63,Low Risk
textile_apparel,10,208037.34,118922.73,901,230.83,7.73,0.3485,55186.99,161658.99,0.8553,2,265,0.8372,0,0.1456,66.69,Medium Risk
grocery_retail,123,69632.5,43028.69,183,379.61,-12.99,0.0623,12420.02,63590.9,0.8751,2,36,0.7177,4,0.2592,57.87,Medium Risk
pharmacy_medical,73,34569.98,26035.6,43,786.79,7.08,0.0913,10944.63,28750.51,0.627,1,18,0.6543,0,0.0172,70.52,Low Risk
restaurant_food,30,52131.62,40664.16,37,1374.0,12.57,0.1337,15536.39,43561.49,0.7108,1,13,0.8086,2,0.1533,63.94,Medium Risk
textile_apparel,18,178643.02,154662.98,372,479.27,19.08,0.2844,52459.27,154255.0,0.8784,1,113,0.971,0,0.16,75.13,Low Risk
services_professional,27,625402.78,441638.1,2571,243.16,13.47,0.1243,180671.29,576545.05,0.3508,2,736,0.8406,1,0.1809,57.57,Medium Risk
manufacturing_small,35,116653.63,99034.77,380,306.95,9.45,0.5475,31120.46,127662.86,0.8749,1,134,0.7438,3,0.1306,67.95,Medium Risk
electronics_repair,34,106192.41,87637.11,45,2316.14,-8.59,0.2956,27003.29,108489.31,0.7484,2,12,0.7436,0,0.0945,57.09,Medium Risk
textile_apparel,46,98530.47,76171.29,354,278.11,-25.64,0.02,16938.71,82410.96,0.5757,3,110,0.6601,1,0.3839,54.32,Medium Risk
grocery_retail,20,33919.93,30182.44,25,1345.84,3.88,0.4225,7004.21,38667.4,0.8915,1,8,0.7085,2,0.4144,51.54,Medium Risk
textile_apparel,30,74574.74,55444.79,225,330.71,19.43,0.251,25924.48,55410.37,0.8701,1,77,0.609,4,0.4469,49.09,Medium Risk
services_professional,62,95313.86,90585.86,441,215.66,-3.69,0.0885,26399.22,66767.16,0.7421,0,120,0.8828,0,0.308,68.07,Medium Risk
restaurant_food,56,18797.93,12148.33,25,739.96,-6.88,0.2106,1050.42,19346.77,0.7019,2,10,0.8277,1,0.5029,50.35,Medium Risk
electronics_repair,25,556332.2,506496.75,931,597.31,14.77,0.2634,61451.31,365728.77,0.9458,0,285,0.8114,1,0.1537,63.67,Medium Risk
manufacturing_small,15,70010.44,59952.21,460,151.97,1.45,0.4082,5404.17,65126.76,0.8497,0,122,0.3858,7,0.0798,54.63,Medium Risk
services_professional,33,56302.09,47171.59,549,102.53,-9.58,0.2204,10931.55,62014.34,0.7533,1,179,0.6772,1,0.1524,51.01,Medium Risk
services_professional,23,26446.03,24849.52,88,297.89,-8.12,0.2161,8953.99,27097.34,0.5876,0,19,0.3936,3,0.1838,48.74,Medium Risk
electronics_repair,23,49479.24,53267.0,100,491.3,1.01,0.0334,5869.58,40195.85,0.8431,0,39,0.7301,1,0.3121,62.65,Medium Risk
electronics_repair,69,208294.43,158309.11,1469,141.76,11.72,0.2407,23474.86,146075.04,0.705,2,432,0.9189,0,0.1434,62.6,Medium Risk
textile_apparel,29,38345.03,36774.52,56,680.26,3.33,0.1325,11021.81,41188.9,0.7926,0,17,0.7205,0,0.4504,60.94,Medium Risk
pharmacy_medical,43,42324.61,32982.84,104,405.05,1.22,0.2854,4428.81,41740.74,0.7988,0,35,0.8161,1,0.1525,62.4,Medium Risk
electronics_repair,26,122109.18,112639.39,213,571.45,-4.56,0.5637,39849.3,108754.18,0.6245,1,52,0.8936,0,0.1217,60.88,Medium Risk
grocery_retail,23,50140.69,37588.24,105,474.04,11.24,0.02,3492.96,45603.56,0.6713,4,32,0.5632,2,0.2077,59.07,Medium Risk
pharmacy_medical,30,59274.13,39887.37,296,200.01,-0.03,0.1045,13068.06,51576.19,0.95,1,80,0.9049,1,0.5006,72.53,Low Risk
wholesale_trade,51,92913.57,59259.52,424,219.03,21.44,0.0951,14663.19,106488.15,0.7192,3,124,0.9265,0,0.2511,60.37,Medium Risk
electronics_repair,35,136474.85,98120.49,507,269.06,-4.73,0.2188,36062.98,107777.14,0.9131,2,147,0.6783,7,0.2667,50.27,Medium Risk
grocery_retail,11,45222.27,32351.22,66,676.27,12.07,0.0444,9125.98,33826.43,0.8021,1,21,0.9203,0,0.1512,73.21,Low Risk
restaurant_food,60,201391.28,162808.72,1086,185.28,-9.68,0.104,39924.42,199181.09,0.8154,0,314,0.9329,0,0.1037,70.87,Low Risk
textile_apparel,15,59299.23,34717.27,252,234.5,6.92,0.1263,9898.28,52190.85,0.7614,0,75,0.916,0,0.2731,65.05,Medium Risk
wholesale_trade,75,230458.81,227064.32,473,486.57,-12.66,0.1979,69226.59,247342.61,0.4217,4,141,0.7924,0,0.1238,63.69,Medium Risk
grocery_retail,82,154073.99,126544.73,93,1647.51,12.12,0.2394,11455.84,173900.48,0.9565,0,21,0.9356,0,0.3189,85.1,Low Risk
wholesale_trade,13,354060.3,354117.78,450,785.34,-17.87,0.2474,64866.03,326747.49,0.7409,0,142,0.7492,3,0.2847,66.77,Medium Risk
pharmacy_medical,82,104951.88,67422.66,184,570.17,-0.71,0.0242,34835.1,66700.06,0.8006,2,57,0.9643,0,0.1325,68.72,Medium Risk
grocery_retail,13,165382.36,105101.47,326,506.19,7.0,0.0584,42146.71,168431.08,0.7911,0,91,0.851,0,0.201,69.76,Medium Risk
manufacturing_small,15,44740.3,36752.55,37,1198.32,-6.22,0.168,7386.75,46725.94,0.7617,3,5,0.8472,0,0.1568,60.02,Medium Risk
textile_apparel,62,46264.99,36547.27,99,463.7,27.55,0.1926,6602.67,43340.43,0.4787,5,21,0.8105,1,0.3366,53.08,Medium Risk
wholesale_trade,20,103593.37,72202.29,155,665.29,-0.08,0.1978,7817.71,68710.37,0.9159,1,63,0.7947,2,0.1119,68.65,Medium Risk
services_professional,54,143714.88,90439.79,290,494.47,9.56,0.1502,47852.4,91831.19,0.875,1,94,0.4775,4,0.1934,67.1,Medium Risk
textile_apparel,25,42657.51,32397.47,71,598.65,14.62,0.1419,5001.37,35596.44,0.8833,0,13,0.8009,1,0.0333,66.15,Medium Risk
restaurant_food,30,64721.8,55449.91,133,485.23,-5.23,0.0261,6480.0,39660.53,0.831,1,33,0.8624,2,0.1042,65.94,Medium Risk
textile_apparel,35,112678.58,86760.47,250,450.0,-9.86,0.2152,35074.57,103406.85,0.5185,3,63,0.3478,3,0.119,52.65,Medium Risk
pharmacy_medical,10,99603.48,66833.66,66,1489.09,-1.68,0.0605,18672.6,88144.23,0.7097,2,22,0.8786,2,0.1932,60.57,Medium Risk
restaurant_food,55,158714.11,111821.87,461,343.98,11.8,0.0983,48424.13,176485.68,0.4264,5,139,0.9254,1,0.3243,55.86,Medium Risk
pharmacy_medical,39,146813.05,105783.6,602,243.72,-16.28,0.2261,17056.28,163435.48,0.7284,1,192,0.9108,0,0.4256,55.82,Medium Risk
textile_apparel,41,32222.64,22134.23,70,459.4,3.52,0.0449,6582.59,30159.94,0.7903,1,30,0.9266,0,0.0716,62.0,Medium Risk
pharmacy_medical,11,62686.61,43924.11,89,700.08,8.36,0.1662,13347.29,68629.88,0.9142,0,33,0.8542,0,0.4085,67.74,Medium Risk
textile_apparel,13,74686.65,61387.39,76,979.07,18.9,0.2744,13698.27,83705.61,0.6183,3,28,0.7328,1,0.3608,53.04,Medium Risk
services_professional,30,101631.28,66962.9,445,227.93,-7.25,0.1625,28289.24,78307.82,0.8421,2,138,0.854,1,0.5462,66.65,Medium Risk
grocery_retail,44,68959.39,54834.96,160,429.28,7.35,0.0781,4956.85,56337.36,0.877,1,42,0.8033,0,0.3663,68.33,Medium Risk
textile_apparel,24,39420.0,31964.2,79,495.1,13.57,0.1114,2732.81,39617.23,0.8864,2,28,0.8737,1,0.4092,62.54,Medium Risk
manufacturing_small,67,47689.81,36774.87,84,561.31,7.47,0.225,10654.1,29764.87,0.8725,1,29,0.6581,1,0.2002,62.51,Medium Risk
electronics_repair,19,37890.8,28304.07,52,719.78,19.45,0.02,3488.41,23516.73,0.5722,2,16,0.7905,0,0.1383,65.0,Medium Risk
restaurant_food,33,102324.14,78380.68,262,389.23,-1.69,0.1765,28763.88,98412.68,0.8675,1,79,0.8485,2,0.1816,66.11,Medium Risk
textile_apparel,51,28999.43,18854.73,14,2068.04,16.3,0.3952,9243.19,28708.95,0.8816,1,1,0.8992,0,0.3053,58.46,Medium Risk
wholesale_trade,51,84333.73,53789.94,269,312.61,25.03,0.0633,29142.17,67847.81,0.8222,0,82,0.763,1,0.5033,64.76,Medium Risk
pharmacy_medical,59,98869.91,60517.47,214,460.42,15.46,0.5206,13146.59,65579.19,0.588,3,53,0.8118,3,0.0195,66.97,Medium Risk
textile_apparel,36,50844.7,43054.55,118,430.25,11.49,0.1681,14095.83,56204.62,0.9351,0,38,0.8098,2,0.2871,63.21,Medium Risk
pharmacy_medical,44,42434.65,29294.67,95,442.91,13.76,0.0365,9254.2,43534.66,0.3644,5,25,0.9269,1,0.5621,55.66,Medium Risk
textile_apparel,32,49105.74,41570.72,151,325.18,7.51,0.1239,3033.23,29599.78,0.6817,2,43,0.894,3,0.2945,56.43,Medium Risk
wholesale_trade,22,33581.45,23725.17,55,609.17,0.77,0.2279,8450.67,35356.58,0.9728,0,15,0.5778,2,0.0182,61.19,Medium Risk
pharmacy_medical,14,44846.44,33016.96,137,326.21,-17.87,0.0486,5225.14,32132.69,0.7335,2,34,0.8838,0,0.189,58.77,Medium Risk
manufacturing_small,39,86505.69,75296.39,158,545.17,8.64,0.0727,19703.94,85821.05,0.9355,0,47,0.6016,5,0.2427,68.95,Medium Risk
restaurant_food,49,261398.49,188427.83,563,464.06,-22.57,0.0737,73992.81,219365.15,0.5657,2,163,0.6597,2,0.4293,66.5,Medium Risk
services_professional,88,36884.25,26672.5,278,132.35,1.4,0.0934,2391.2,24319.0,0.7655,0,92,0.5967,1,0.2176,67.08,Medium Risk
pharmacy_medical,12,45982.15,21585.37,35,1289.01,11.46,0.1546,15955.2,39821.77,0.7749,1,7,0.943,0,0.5903,65.71,Medium Risk
textile_apparel,66,367934.11,278824.85,403,910.74,6.21,0.1387,58885.25,406020.03,0.7793,2,112,0.8645,1,0.2738,80.4,Low Risk
pharmacy_medical,23,14952.41,10799.35,41,356.1,8.91,0.112,948.94,11599.65,0.6505,1,9,0.7319,2,0.1189,55.68,Medium Risk
services_professional,60,18263.86,12876.54,29,618.63,8.0,0.0826,4187.24,13386.47,0.9306,2,7,0.8857,1,0.1018,82.05,Low Risk
grocery_retail,51,25116.68,24152.45,77,323.29,30.66,0.0632,7407.25,17929.4,0.8645,0,19,0.7804,0,0.2882,71.98,Low Risk
textile_apparel,33,252310.96,180904.15,489,515.94,6.4,0.0239,77391.38,165136.3,0.8214,3,137,0.9208,0,0.2521,64.98,Medium Risk
wholesale_trade,33,117206.59,70101.34,347,337.41,3.67,0.0853,30629.59,76268.33,0.7644,1,101,0.9302,0,0.1278,71.45,Low Risk
restaurant_food,32,23875.46,20893.08,31,746.99,29.16,0.0587,5613.14,17035.61,0.8945,0,10,0.9284,0,0.2502,76.4,Low Risk
restaurant_food,14,86423.66,80533.38,150,573.9,24.28,0.0699,10010.18,94839.01,0.5997,4,39,0.6947,0,0.2459,56.28,Medium Risk
textile_apparel,24,37548.93,26842.29,83,447.38,-6.25,0.1382,10703.96,33323.07,0.6046,4,18,0.8025,0,0.2448,51.69,Medium Risk
services_professional,30,26895.24,19623.31,107,249.92,10.18,0.0916,1502.32,26108.34,0.5826,3,32,0.6417,1,0.1996,56.73,Medium Risk
pharmacy_medical,38,15612.83,9074.07,96,162.55,-0.26,0.1079,3729.24,12326.46,0.9569,0,32,0.7549,0,0.1252,67.01,Medium Risk
electronics_repair,22,65246.68,39839.4,226,287.78,32.85,0.2027,20240.59,63093.92,0.8734,0,77,0.484,3,0.1036,64.1,Medium Risk
electronics_repair,47,202557.72,133214.05,297,681.79,3.6,0.2043,61626.44,224575.45,0.3573,3,86,0.8642,1,0.4837,62.72,Medium Risk
grocery_retail,38,68386.57,45653.48,49,1388.59,2.54,0.1737,4750.49,77725.14,0.6467,5,20,0.7286,0,0.2447,52.8,Medium Risk
pharmacy_medical,9,258586.18,200901.02,760,340.14,-1.58,0.0547,68167.73,166213.73,0.6487,3,238,0.6812,0,0.1963,58.88,Medium Risk
restaurant_food,38,358432.95,210807.99,767,466.82,-0.87,0.1383,27879.62,228988.34,0.7257,3,231,0.8438,0,0.2591,65.15,Medium Risk
services_professional,74,191523.08,159923.26,112,1704.98,-2.21,0.1209,61243.22,174501.49,0.8743,0,34,0.5905,3,0.6271,60.42,Medium Risk
electronics_repair,36,52095.82,48122.35,106,487.34,-8.44,0.2324,10308.23,54690.66,0.8372,3,27,0.6295,0,0.2746,57.88,Medium Risk
pharmacy_medical,11,115546.91,76911.76,723,159.64,10.66,0.1651,28795.5,122852.8,0.9229,0,222,0.6591,1,0.4842,59.53,Medium Risk
pharmacy_medical,47,149964.3,114648.75,671,223.42,-10.83,0.0922,44118.36,149974.97,0.7093,1,203,0.8521,2,0.5058,68.23,Medium Risk
manufacturing_small,73,190042.28,156087.19,532,356.64,-7.93,0.0928,21198.36,177430.09,0.8835,0,169,0.8811,1,0.4961,75.47,Low Risk
services_professional,13,28842.58,23502.73,18,1566.36,-16.08,0.069,9640.06,19032.64,0.7867,2,4,0.9048,1,0.3273,61.59,Medium Risk
manufacturing_small,19,58110.97,39937.3,58,996.98,-21.86,0.1619,14889.34,55849.09,0.9471,0,24,0.8298,0,0.0522,68.9,Medium Risk
grocery_retail,45,122332.88,107349.11,300,407.23,8.81,0.0484,20079.92,103830.54,0.7601,0,89,0.882,1,0.2294,69.02,Medium Risk
services_professional,18,63253.03,48196.67,170,370.21,-0.25,0.1741,6058.97,64200.56,0.2835,4,53,0.7769,1,0.0572,50.75,Medium Risk
manufacturing_small,89,167154.43,127010.81,192,868.88,8.48,0.196,43078.5,157289.79,0.8731,1,53,0.5933,2,0.5403,66.07,Medium Risk
restaurant_food,60,308926.24,271010.61,1207,255.92,-4.3,0.1365,77117.04,202037.4,0.7475,3,363,0.8624,2,0.7227,57.53,Medium Risk
pharmacy_medical,35,77871.18,49484.17,63,1231.46,2.57,0.5713,19955.74,55522.89,0.6016,0,19,0.9164,1,0.1918,62.68,Medium Risk
pharmacy_medical,33,430145.14,383390.52,2059,208.87,17.71,0.2102,148703.6,452100.5,0.8754,1,599,0.7027,2,0.3654,67.2,Medium Risk
services_professional,63,52216.26,40860.59,242,214.98,-2.65,0.2623,15098.14,42377.69,0.7357,2,71,0.914,0,0.2096,68.51,Medium Risk
pharmacy_medical,81,26666.67,20538.01,86,307.87,-13.75,0.1996,1806.06,27725.15,0.8383,1,26,0.6282,2,0.0514,65.08,Medium Risk
restaurant_food,34,139033.85,118809.31,617,225.24,-8.68,0.1418,16507.34,112457.08,0.7177,2,185,0.938,0,0.2048,61.17,Medium Risk
wholesale_trade,25,45348.48,39776.03,549,82.46,14.68,0.0959,6505.11,40665.4,0.801,2,180,0.7712,0,0.1963,72.13,Low Risk
wholesale_trade,41,45565.48,40338.65,20,2260.48,0.15,0.1826,5156.41,32397.65,0.6928,2,8,0.8267,1,0.4893,52.0,Medium Risk
wholesale_trade,21,148620.99,114452.78,596,249.3,6.41,0.2348,9466.35,125486.96,0.8693,2,198,0.8134,0,0.0947,65.24,Medium Risk
textile_apparel,52,98543.1,78085.17,132,745.0,5.77,0.1467,33374.83,91965.78,0.907,1,38,0.5001,0,0.3846,70.57,Low Risk
textile_apparel,100,64724.72,39278.19,334,193.42,13.2,0.0831,9264.96,68150.93,0.7713,1,103,0.9563,0,0.3677,65.67,Medium Risk
electronics_repair,63,160135.72,103971.94,464,344.99,-16.12,0.0733,20283.7,100879.72,0.7749,1,151,0.926,1,0.1449,72.25,Low Risk
grocery_retail,48,20503.97,17024.99,122,167.7,-13.48,0.0874,5114.08,16249.33,0.7317,2,26,0.5546,2,0.3306,56.02,Medium Risk
manufacturing_small,16,159647.89,119187.71,350,455.09,12.08,0.1248,9065.32,116401.48,0.737,1,108,0.7061,0,0.1026,74.22,Low Risk
pharmacy_medical,118,78635.41,59140.05,159,493.65,13.71,0.3599,19100.91,47947.18,0.8767,2,45,0.7931,0,0.3567,69.51,Medium Risk
pharmacy_medical,38,16955.77,13289.49,88,191.2,3.38,0.1416,2085.14,17070.34,0.6706,4,29,0.9545,0,0.2517,60.24,Medium Risk
restaurant_food,49,154138.84,139962.58,1162,132.6,-1.84,0.7166,21211.13,93512.89,0.8971,1,338,0.9176,0,0.0928,69.72,Medium Risk
textile_apparel,9,49589.92,34081.95,142,347.46,2.85,0.0381,12444.01,49092.47,0.7954,0,38,0.6588,0,0.072,57.96,Medium Risk
pharmacy_medical,89,140375.14,101582.92,553,253.39,12.37,0.1261,44868.7,125065.17,0.9242,0,164,0.9618,1,0.1664,82.53,Low Risk
services_professional,12,21801.48,17917.44,277,78.61,-8.34,0.0567,1340.62,23052.99,0.8754,0,72,0.5328,1,0.2134,58.95,Medium Risk
services_professional,36,96963.99,79444.13,153,632.4,-6.52,0.1284,5659.33,58595.95,0.5355,3,40,0.652,2,0.0319,55.55,Medium Risk
electronics_repair,50,249902.97,198870.24,408,612.37,11.39,0.1755,59786.42,219988.9,0.5875,2,147,0.8536,1,0.2747,65.82,Medium Risk
services_professional,70,208971.05,181262.94,656,318.34,16.73,0.1818,28494.85,144441.14,0.7913,0,205,0.8879,2,0.3121,72.09,Low Risk
services_professional,8,66769.67,52761.28,355,187.62,-7.74,0.025,11228.21,61810.28,0.8657,1,103,0.5975,1,0.3584,60.75,Medium Risk
pharmacy_medical,41,57900.9,52214.06,51,1114.0,-19.05,0.1254,10613.48,44554.22,0.9333,0,13,0.7993,2,0.1079,68.2,Medium Risk
restaurant_food,9,27574.31,17933.54,119,230.78,-7.72,0.1141,8187.62,25325.64,0.7038,0,39,0.5984,0,0.1641,66.33,Medium Risk
electronics_repair,72,82997.93,50189.91,136,608.61,1.32,0.1469,5197.34,93225.68,0.7228,2,43,0.8591,0,0.2145,67.62,Medium Risk
manufacturing_small,43,107921.47,83187.2,402,268.03,2.37,0.1043,14692.31,96101.86,0.9749,0,130,0.9475,0,0.2758,80.2,Low Risk
electronics_repair,51,17449.98,14432.75,84,205.4,-14.26,0.0785,5867.03,18943.29,0.9266,0,27,0.8665,1,0.1574,70.0,Low Risk
pharmacy_medical,82,161097.44,112148.49,296,543.06,13.64,0.2245,47812.18,157272.07,0.6726,4,87,0.804,2,0.1373,69.27,Medium Risk
manufacturing_small,38,86397.44,92200.48,306,281.6,11.74,0.237,16588.09,62052.17,0.6923,2,94,0.9329,0,0.4813,60.74,Medium Risk
grocery_retail,21,37528.57,34662.74,74,501.52,-12.88,0.1567,3142.47,38908.46,0.6908,1,20,0.6245,0,0.5791,50.64,Medium Risk
manufacturing_small,40,687616.46,485064.82,1228,559.78,-11.67,0.02,200645.97,473262.38,0.8635,1,340,0.8482,1,0.2776,72.73,Low Risk
pharmacy_medical,54,135018.67,99562.32,267,503.84,30.87,0.2702,14016.45,121485.35,0.8713,1,67,0.8693,0,0.1645,81.5,Low Risk
electronics_repair,78,19536.34,14958.01,229,85.13,6.79,0.1841,1481.77,13921.18,0.5852,1,71,0.565,2,0.8885,43.51,High Risk
wholesale_trade,62,96675.21,80835.69,483,200.13,-18.14,0.2362,10504.32,68580.51,0.5293,2,156,0.9617,0,0.2929,57.36,Medium Risk
pharmacy_medical,20,25947.99,20444.21,197,131.67,1.28,0.0793,7908.74,27043.25,0.8747,1,56,0.7715,0,0.3969,67.43,Medium Risk
grocery_retail,197,79142.56,57564.16,79,997.99,12.24,0.3028,27371.52,50331.54,0.5831,3,19,0.8983,1,0.1724,66.56,Medium Risk
grocery_retail,87,121609.24,90778.28,1519,80.04,-11.15,0.0987,40234.39,110100.32,0.8609,1,499,0.8638,1,0.1853,71.75,Low Risk
pharmacy_medical,11,49102.48,30204.75,203,241.62,-8.59,0.2868,7574.52,46486.84,0.8218,1,65,0.7025,4,0.388,52.2,Medium Risk
services_professional,19,441012.45,327226.39,762,578.15,12.6,0.0689,82312.55,362867.32,0.7166,2,239,0.9571,0,0.2183,74.63,Low Risk
restaurant_food,29,40542.58,26765.55,131,308.95,-1.08,0.1121,11207.02,39287.44,0.7895,2,41,0.8373,0,0.2787,65.27,Medium Risk
manufacturing_small,24,498861.68,356616.8,1427,349.4,14.41,0.1451,166213.32,321384.77,0.9384,0,409,0.799,4,0.1888,73.39,Low Risk
